"title","year","mid","rating","num_ratings",Execution Time
"10,000 BC",2008,58293,"3",91145,136 msec
"Burnt Offerings",1976,1341,"3.1",927
"Bu san",2003,30747,"3.6",632
"Bushwhacked",1995,212,"2.6",1388
"Bus Stop",1956,5392,"0",0
"Bustin' Loose",1981,3014,"0",0
"Butch and Sundance: The Early Days",1979,32149,"0",0
"Butch Cassidy and the Sundance Kid",1969,1304,"3.9",17396
"But I'm a Cheerleader",1999,7887,"3.4",7081
"BUtterfield 8",1960,8617,"0",0
"Butterflies Are Free",1972,5353,"0",0
"Butterfly Kiss",1995,696,"3.2",586
"Butterfly on a Wheel",2007,56633,"0",0
"Buying the Cow",2002,33296,"0",0
"Bye Bye Love",1995,603,"2.9",1015
"Byôsoku 5 senchimêtoru",2007,64993,"4.3",1726
"By the Light of the Silvery Moon",1953,8616,"0",0
"By the Sword",1991,6799,"3.6",301
"Caballos salvajes",1995,32335,"0",0
"Cabaret",1972,3545,"3.8",7394
"Cabeza de Vaca",1991,7113,"0",0
"Cabin Boy",1994,429,"2.4",1694
"Cabin Fever",2002,4145,"2.6",15690
"Cabin in the Sky",1943,47493,"0",0
"Caccia alla volpe",1966,5113,"0",0
"Caché",2005,36276,"3.5",16387
"Ça commence aujourd'hui",1999,5906,"3.6",210
"Cactus Flower",1969,5354,"3.6",1005
"Caddyshack",1980,3552,"3.6",26005
"Caddyshack II",1988,4483,"2.4",2756
"Cadillac Man",1990,5334,"2.7",1895
"Cadillac Records",2008,64229,"3.3",13310
"Caged Heat",1974,5084,"2.9",988
"Cahill U.S. Marshal",1973,6469,"0",0
"Calamari Union",1985,40586,"0",0
"Calamity Jane",1953,5372,"0",0
"Calendar Girls",2003,430,"3.1",8453
"California Split",1974,26313,"3.8",753
"California Suite",1978,5036,"3.1",671
"Caligola",1979,2862,"2.8",3230
"Callas Forever",2002,8964,"0",0
"Calle 54",2000,4301,"3.7",351
"Call Northside 777",1948,32371,"3.5",657
"Camera Obscura",2000,6766,"3",37
"Camilla",1994,5547,"3",598
"Camille",1936,25833,"3.9",1060
"Camille Claudel",1988,4484,"3.9",1318
"Camp",2003,6568,"3.5",3093
"Campanadas a medianoche",1965,30701,"4.3",774
"Camp Nowhere",1994,6625,"2.8",2929
"Camp Rock",2008,63393,"0",0
"Campus Man",1987,6853,"0",0
"Canadian Bacon",1995,157,"2.9",3460
"Candleshoe",1977,2037,"0",0
"Candy",2006,44929,"3.8",9542
"Candyman",1992,1342,"3",12889
"Candyman: Farewell to the Flesh",1995,606,"2.7",4578
"Cani arrabbiati",1974,7953,"0",0
"Canicule",1984,60237,NULL,NULL
"Cannery Row",1982,5933,"3.5",328
"Cannibal ferox",1981,5717,"0",0
"Cannibal Holocaust",1980,8906,"0",0
"Cannonball Run II",1984,4397,"2.7",2869
"Can't Buy Me Love",1987,4091,"3.3",7122
"Can't Hardly Wait",1998,1895,"3.1",11719
"Can't Stop the Music",1980,4831,"2.7",850
"Caótica Ana",2007,63194,"3.5",1071
"Cape Fear",1991,397,"3.4",13943
"Capote",2005,37741,"3.5",35934
"Capricorn One",1977,26398,"0",0
"Captain Blood",1935,8167,NULL,NULL
"Captain Corelli's Mandolin",2001,4727,"2.9",7435
"Captain Horatio Hornblower R.N.",1951,3406,"0",0
"Captain Ron",1992,5582,"2.7",4124
"Captivity",2007,53999,"2.8",42072
"Capturing the Friedmans",2003,6380,"3.9",2794
"Car 54, Where Are You?",1994,7189,"2.2",859
"Carandiru",2003,7459,"3.9",2413
"Carbon Copy",1981,5718,"0",0
"Care Bears Movie II: A New Generation",1986,5539,"0",0
"Career Girls",1997,1596,"3.6",812
"Careful",1992,751,"4",200
"Carlito's Way",1993,431,"3.8",32475
"Carman: The Champion",2001,4163,"3.4",245
"Carmen Jones",1954,5085,"3.9",1003
"Carmen Miranda: Bananas Is My Business",1995,756,"0",0
"Carnages",2002,6622,"3.7",239
"Carnal Knowledge",1971,3167,"3.5",1350
"Carne trémula",1997,1844,"3.9",4009
"Carnival of Souls",1962,3627,"3.5",2508
"Carnosaur",1993,3572,"0",0
"Carnosaur 2",1995,3573,"0",0
"Carnosaur 3: Primal Species",1996,3574,"0",0
"Carny",1980,4832,"3.3",264
"Caro diario",1993,583,"4.1",936
"Carolina",2003,27509,"0",0
"Carpool",1996,867,"2.6",1096
"Carrie",1976,1345,"3.3",23161
"Carried Away",1996,630,"3.3",256
"Carrington",1995,35,"3.5",781
"Cars",2006,45517,"3.7",182909
"Cartouche",1962,6317,"0",0
"Car Wash",1976,6410,"3.2",1578
"Casablanca",1942,912,"4",66776
"Casa de los babys",2003,6756,"3.2",515
"Casanova",2005,42015,"3.1",29998
"Cashback",2006,53318,"3.8",24862
"Casino",1995,16,"3.9",66463
"Casino Royale",2006,5796,"3.9",155430
"Casper",1995,158,"3",20672
"Casque d'or",1952,31588,"3.7",397
"Cassandra's Dream",2007,57147,"3.1",18073
"Casshern",2004,27905,"0",0
"Cast a Giant Shadow",1966,5115,"0",0
"Cast Away",2000,4022,"3.5",60473
"Castle Freak",1995,220,"0",0
"Castle Keep",1969,8789,"3",755
"Casual Sex?",1988,4485,"0",0
"Casualties of War",1989,4577,"3.4",4154
"Cat Ballou",1965,3873,"0",0
"Catch-22",1970,4349,"3.6",3246
"Catch a Fire",2006,48879,"3.4",13062
"Catch and Release",2006,50792,"3.2",45131
"Cat Chaser",1989,7242,"0",0
"Catchfire",1990,4295,"0",0
"Catch Me If You Can",2002,5989,"3.6",77695
"Catch That Kid",2004,7262,"3.1",5038
"Catfish in Black Bean Sauce",1999,3883,"3.5",264
"Cat on a Hot Tin Roof",1958,971,"3.9",6600
"Cat People",1982,1346,"3",2400
"Cats",1998,51372,"0",0
"Cats Don't Dance",1997,1489,"3.5",2510
"Cat's Eye",1985,2787,"3.1",5931
"Cattle Queen of Montana",1954,5149,"0",0
"Catwoman",2004,8666,"2.2",23007
"Cat-Women of the Moon",1953,7565,"0",0
"Caught",1996,997,"3.2",209
"Caught Up",1998,1742,"3.1",627
"Cavalcade",1933,1930,"3",314
"Cavale",2002,6555,"3.1",37
"Caveman",1981,5427,"3",1935
"CB4",1993,6025,"3.1",2278
"Cecil B. DeMented",2000,3858,"3.4",2682
"Celebrity",1998,2356,"3",3241
"Cellular",2004,8860,"3.2",13185
"Celsius 41.11: The Temperature at Which the Brain... Begins to Die",2004,9019,"2.6",208
"Celtic Pride",1996,710,"2.6",1756
"Center Stage",2000,3594,"3.5",28939
"Center Stage: Turn It Up",2008,3891,"0",0
"Central do Brasil",1998,2357,"4.2",3839
"C'era una volta il West",1968,1209,"4.3",18310
"Cerro Torre: Schrei aus Stein",1991,620,"0",0
"Ceský sen",2004,54419,"3.7",434
"C'est arrivé près de chez vous",1992,3266,"4.1",6544
"Cet amour-là",2001,6282,"0",0
"Cet obscur objet du désir",1977,4928,"4.1",2049
"Ceux qui m'aiment prendront le train",1998,3636,"3.6",478
"Chacun cherche son chat",1996,1571,"3.8",726
"Chacun son cinéma ou Ce petit coup au coeur quand la lumière s'éteint et que le film commence",2007,8458,"3.6",664
"Chain of Fools",2000,3323,"0",0
"Chain Reaction",1996,836,"2.7",6845
"Chairman of the Board",1998,1679,"0",0
"Champagne",1928,2222,"0",0
"Champagne for Caesar",1950,5997,"0",0
"Chances Are",1989,4578,"3.4",2184
"Changeling",2008,4833,"3.8",63438
"Change of Habit",1969,5519,"0",0
"Changing Habits",1997,6627,"0",0
"Changing Lanes",2002,5293,"3",7920
"Chao ji ji hua",1993,876,"3.1",871
"Chaos",2005,47254,"0",0
"Chaos Theory",2008,59985,"3.4",4938
"Chapaev",1934,48649,"0",0
"Chaplin",1992,7618,"3.6",6022
"Chapter 27",2007,59065,"3",5596
"Charade",1963,911,"4.1",9173
"Chariots of Fire",1981,1957,"3.6",7456
"Charley Varrick",1973,26283,"0",0
"Charlie and the Chocolate Factory",2005,5622,"0",0
"Charlie Bartlett",2007,54281,"3.5",29271
"Charlie Chan and the Curse of the Dragon Queen",1981,5719,"0",0
"Charlie's Angels: Full Throttle",2003,6503,"3",33126
"Charlie, the Lonesome Cougar",1967,3345,"0",0
"Charlie Wilson's War",2007,56788,"3.5",85573
"Charlotte Gray",2001,5011,"3.4",2092
"Charlotte Sometimes",2002,6861,"3.5",200
"Charlotte's Web",2006,49647,"3.3",39179
"Chasing Amy",1997,1639,"3.5",27129
"Chasing Liberty",2004,7169,"0",0
"Chasing Papi",2003,6295,"2.8",1064
"Chattahoochee",1989,6845,"3.3",468
"Chavez: Inside the Coup",2003,6935,"4.2",655
"Cheaper by the Dozen",2003,7161,"3.1",62198
"Cheaper by the Dozen 2",2005,42009,"3.2",93712
"Cheech & Chong's Next Movie",1980,4834,"0",0
"Cheech & Chong's The Corsican Brothers",1984,5428,"0",0
"Cheerleader Camp",1988,8825,"0",0
"Cheetah",1989,2039,"3.3",357
"Chelovek s kino-apparatom",1929,6433,"4.1",2142
"Chelsea Walls",2001,5315,"3",515
"Che: Part One",2008,64499,"3.7",10315
"Che: Part Two",2008,64501,"3.5",6290
"Cherish",2002,5416,"3.4",572
"Cherry 2000",1987,4092,"0",0
"Cheung Gong 7 hou",2008,58652,"3.3",6905
"Chicago",2002,5991,NULL,NULL
"Chicago Cab",1997,26976,"3.2",473
"Chicago Joe and the Showgirl",1990,6915,"2.9",170
"Chicken Little",2005,40339,"3.2",54371
"Chicken Run",2000,3751,"3",41786
"Chihwaseon",2002,6161,"0",0
"Chik yeung tin si",2002,6714,"3.9",2855
"Chikyû Bôeigun",1957,6655,"0",0
"Children of a Lesser God",1986,2312,"3.6",2089
"Children of Dune",2003,7841,NULL,NULL
"Children of Men",2006,48774,"3.7",127695
"Children of the Corn",1984,2122,"0",0
"Children of the Corn III: Urban Harvest",1995,2516,"0",0
"Children of the Corn II: The Final Sacrifice",1992,2515,"2.8",2650
"Children of the Corn: The Gathering",1996,1105,"0",0
"Children of the Damned",1964,2554,"0",0
"Children of the Night",1991,6715,"0",0
"Children of the Revolution",1996,1516,"3.3",479
"Children on Their Birthdays",2002,5533,"3.3",281
"Children Underground",2001,4778,"4.2",389
"Child's Play 2",1990,1992,"2.8",13499
"Child's Play 3",1991,1993,"2.8",12064
"Chill Factor",1999,2835,"2.7",2079
"China Moon",1994,5029,"3",535
"Chinatown",1974,1252,"4.2",22995
"Chinese Box",1997,1829,"3.3",700
"Chinjeolhan geumjassi",2005,42632,"4",23638
"Chisum",1970,6470,"0",0
"Chi trova un amico, trova un tesoro",1981,5720,NULL,NULL
"Chitty Chitty Bang Bang",1968,7247,"3.2",18830
"Chlopaki nie placza",2000,42634,NULL,NULL
"Chocolat",2000,4014,"3.6",62492
"Choke",2008,65126,"3.3",13893
"C.H.O.M.P.S",1979,34170,"0",0
"Chopper",2000,4251,"3.9",6049
"Chopping Mall",1986,2614,"0",0
"Choses secrètes",2002,7168,"3",168
"Christiane F. - Wir Kinder vom Bahnhof Zoo",1981,4439,"3.9",1584
"Christine",1983,2517,"3.2",10394
"Christmas in July",1940,31347,"4",244
"Christmas on Mars",2008,63617,"3.3",530
"Christmas Vacation",1989,2423,"3.5",21650
"Christmas with the Kranks",2004,8978,"2.9",11697
"Chrome Hearts",1989,5884,"0",0
"Chuck & Buck",2000,3794,"3.2",907
"C.H.U.D.",1984,4222,"0",0
"C.H.U.D. II - Bud the Chud",1989,4576,"0",0
"Chuen jik sat sau",2001,6506,"3.7",2062
"Chugyeogja",2008,564,"4",1927
"Chung Hing sam lam",1994,123,"4.2",11068
"Chun gwong cha sit",1997,7486,"4.1",4907
"Chunhyangdyun",2000,6648,"3.6",318
"Chûshingura",1962,3092,"0",0
"Cidade de Deus",2002,6016,"4.3",66456
"Cidade dos Homens",2007,58351,"3.8",3953
"Cinderella",1950,1022,"3.5",63946
"Cinderella Man",2005,33660,"3.8",44272
"Cinderfella",1960,8988,"0",0
"Cinemania",2002,6368,"3.3",411
"Circle of Friends",1995,222,"3.3",3292
"Circle of Iron",1978,8926,"0",0
"Citizen Kane",1941,923,"4.1",33926
"Citizen Ruth",1996,1392,"3.5",998
"Citizen Toxie: The Toxic Avenger IV",2000,8258,"3.3",1527
"City by the Sea",2002,5563,"2.9",3070
"City Hall",1996,100,"3",2730
"City Heat",1984,6814,"2.8",1089
"City Lights",1931,3307,"4.3",7937
"City of Angels",1998,1835,"0",0
"City of Ember",2008,62376,"3.2",14662
"City of Ghosts",2002,6326,"3.1",795
"City of Industry",1997,1472,"2.9",791
"City of Joy",1992,8377,"3.4",1490
"City Slickers",1991,4321,"3.1",7371
"City Slickers II: The Legend of Curly's Gold",1994,432,"2.7",5885
"Civil Brand",2002,6697,"3.8",954
"Claire of the Moon",1992,5652,NULL,NULL
"Clambake",1967,4854,"0",0
"Clara's Heart",1988,3714,"3.5",408
"Clash of the Titans",1981,5540,"3.4",10585
"Class",1983,2241,"3",1523
"Class Action",1991,32058,"3",742
"Class of 1984",1982,5935,"3.2",1460
"Class of Nuke 'Em High",1986,3692,"0",0
"Class of Nuke 'Em High Part II: Subhumanoid Meltdown",1991,8878,"0",0
"Class Reunion",1982,3313,"0",0
"Clay Pigeons",1998,2280,"3.4",2336
"Clean and Sober",1988,4486,"3.2",1014
"Cleaner",2007,57401,"3.1",6226
"Clean Slate",1994,433,"2.5",630
"Clear and Present Danger",1994,349,"3.3",11095
"Cléo de 5 à 7",1962,3645,"4",1372
"Cleopatra",1963,4274,"3.4",3444
"Clerks.",1994,223,"3.8",57642
"Clerks II",2006,45728,"3.7",70058
"Click",2006,45672,"3.4",221348
"Cliffhanger",1993,434,"2.8",9768
"Clifford's Really Big Movie",2004,7446,"3",524
"Cloak & Dagger",1984,6445,"0",0
"Clockers",1995,159,"3.5",2502
"Clockstoppers",2002,5264,"2.6",4856
"Clockwatchers",1997,1875,"3.2",947
"Clockwise",1986,4981,"0",0
"Close Encounters of the Third Kind",1977,3471,"3.6",21572
"Closer",2004,8981,"3.5",50768
"Cloverfield",2008,57368,"3.4",188811
"Club Dread",2004,7319,"2.7",7120
"Club Paradise",1986,26567,"0",0
"Clue",1985,2413,"3.6",16850
"Clueless",1995,39,"0",0
"Coach Carter",2005,31225,"3.7",56395
"Coal Miner's Daughter",1980,4835,"3.6",6330
"Cobb",1994,354,"3.2",875
"Cobra",1986,2777,"2.7",5821
"Cobra Verde",1987,26616,"3.7",950
"Cocaine Cowboys",2006,50851,"3.3",18459
"Cockfighter",1974,7992,"0",0
"Cocktail",1988,4487,"3",13625
"Cocoon",1985,2407,"3.1",7543
"Cocoon: The Return",1988,2408,"2.7",2029
"Code 46",2003,8800,"3.3",2456
"Code inconnu: Récit incomplet de divers voyages",2000,6641,"3.8",1347
"Code Name: The Cleaner",2007,50153,"2.8",15990
"Code of Silence",1985,4001,"3",1217
"Coffee and Cigarettes",2003,7460,"3.5",10991
"Coffy",1973,4064,"3.7",2668
"Cold Comfort Farm",1995,728,"3.7",1564
"Cold Creek Manor",2003,6751,"2.6",4032
"Cold Fever",1995,649,"3.9",284
"Cold Mountain",2003,7162,"3.3",26002
"Collateral",2004,8798,"3.5",43901
"Collateral Damage",2002,5093,"2.8",10885
"College",2008,8275,"2.8",10667
"College Road Trip",2008,58291,"3.3",41096
"Color of Night",1994,436,"2.7",3955
"Colors",1988,4488,"3.3",5019
"Colossus: The Forbin Project",1970,26203,"0",0
"Colour Me Kubrick: A True...ish Story",2005,46959,"3.1",3512
"Coma",1978,3015,"3.2",1526
"Comandante",2003,8577,"3.5",658
"Come and Get It",1936,32361,"3.1",281
"Come Back, Little Sheba",1952,8875,"0",0
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",1982,5936,"0",0
"Comedian",2002,5670,"3.4",1389
"Comedian Harmonists",1997,2493,"3.8",302
"Comes a Horseman",1978,8069,"0",0
"Come See the Paradise",1990,3106,"3.5",180
"Come September",1961,6411,"0",0
"Comic Book Villains",2002,6670,"0",0
"Coming Apart",1969,3542,"0",0
"Coming Home",1978,3724,"3.7",1137
"Coming Out",1989,8603,"0",0
"Coming to America",1988,4489,"3.4",32197
"Commando",1985,6664,"3.1",18349
"Comment j'ai tué mon père",2001,5535,"0",0
"Comme une image",2004,32591,"3.5",1003
"Committed",2000,3562,"2.7",930
"Communion",1976,3758,"0",0
"Como agua para chocolate",1992,265,"3.9",5713
"Company Man",2000,4156,"2.9",433
"Con Air",1997,1552,"3.4",47142
"Conan the Barbarian",1982,1587,"3.1",17014
"Conan the Destroyer",1984,5040,"0",0
"Conceiving Ada",1997,3293,"3.2",57
"Concert for George",2003,6864,"4.3",31
"Condition Red",1995,624,NULL,NULL
"Condorman",1981,2041,"2.9",1334
"Coneheads",1993,435,"2.6",9202
"Confessions of a Dangerous Mind",2002,6003,NULL,NULL
"Confessions of a Teenage Drama Queen",2004,7316,"2.7",33054
"Confidence",2003,6322,"3.4",3860
"Confidences trop intimes",2004,27768,"3.4",696
"Congo",1995,160,"2.6",7008
"Connie and Carla",2004,7437,"3.4",3049
"Conquest of Space",1955,9003,"0",0
"Conquest of the Planet of the Apes",1972,2532,"3",3697
"Consenting Adults",1992,6802,"2.8",822
"Conspiracy",2008,60688,"2.5",968
"Conspiracy Theory",1997,1597,"3.2",14632
"Constantine",2005,31696,"3.5",71421
"Contact",1997,1584,"3.1",19572
"Contamination",1980,6835,"0",0
"Conte d'automne",1998,2708,"3.8",273
"Conte de printemps",1990,5236,"3.6",251
"Continental Divide",1981,5723,"3",537
"Control",2007,55444,"4.1",22741
"Control Room",2004,9018,"3.9",1430
"Conversations with Other Women",2005,48342,"3.7",4754
"Convoy",1978,6730,"3.6",2494
"Coogan's Bluff",1968,3427,"3.2",1501
"Cookie's Fortune",1999,2583,"3.2",1364
"Cool as Ice",1991,3437,"0",0
"Cool Hand Luke",1967,1276,"4.1",17521
"Cool Runnings",1993,1020,"3.4",35317
"Cool World",1992,7228,"2.6",8556
"Cop and ½",1993,33966,"2.3",1861
"Cop Land",1997,1589,"3.1",8531
"Cops and Robbersons",1994,437,"2.5",1201
"Copycat",1995,22,"3.1",5628
"Copying Beethoven",2006,52356,"3.4",850
"Corky Romano",2001,4845,"2.4",4219
"Corpse Bride",2005,37729,"3.5",98441
"Corrina, Corrina",1994,351,"3.1",4265
"Così fan tutte",1992,705,"0",0
"Countess Dracula",1971,7886,"0",0
"Country Life",1994,687,"3.1",265
"Country of My Skull",2004,27734,"3.3",748
"Coup de torchon",1981,681,"3.8",497
"Courage Mountain",1990,32062,"0",0
"Courage Under Fire",1996,647,"3.2",6918
"Cousin Bette",1998,1896,"3",408
"Cousins",1989,5253,"3.1",644
"Cover Girl",1944,25899,"0",0
"Cowboy Bebop: Tengoku no tobira",2001,6283,"3.9",8587
"Coyote Ugly",2000,1891,"3.2",65988
"CQ",2001,5390,"3.4",1171
"Crackerjack",2002,33410,"0",0
"Cradle 2 the Grave",2003,6196,"3.2",15487
"Cradle Will Rock",1999,3145,"3.4",1693
"Crank",2006,47200,"3.5",85861
"Crash",2004,7112,"4",98746
"Crash Dive",1943,8673,"0",0
"Crazy as Hell",2002,5623,"3.2",275
"Crazy/Beautiful",2001,4372,"3.1",9723
"Crazy in Alabama",1999,2977,"3.1",1384
"Crazy Love",2007,55851,"3.6",2624
"Creature Comforts",1989,3429,"0",0
"Creature from the Black Lagoon",1954,3930,"3.3",4189
"Creepshow",1982,3016,"3.3",6768
"Creepshow 2",1987,3017,"3",3260
"Crime and Punishment in Suburbia",2000,3900,"3.3",634
"Crimes and Misdemeanors",1989,2973,"4",6179
"Crimes of Passion",1984,5276,"3.2",217
"Crimes of the Heart",1986,2738,"3.3",602
"Crime Spree",2003,7201,"3.3",616
"Crimetime",1996,8737,"0",0
"Crimewave",1985,6804,NULL,NULL
"Criminal",2004,8862,"3.3",1400
"Criminal Law",1988,4491,"3",410
"Crimson Tide",1995,161,"3.5",11550
"CrissCross",1992,7100,"0",0
"Critical Care",1997,1677,"2.8",392
"Critical Condition",1987,4094,"0",0
"Critters",1986,4492,"2.7",6045
"Critters 2",1988,4493,"2.6",2866
"Critters 3",1991,4494,"0",0
"Critters 4",1992,63458,"0",0
"Crna macka, beli macor",1998,2843,"4.4",6471
"Crocodile Dundee",1986,2470,"3",11828
"'Crocodile' Dundee II",1988,2471,"0",0
"Crocodile Dundee in Los Angeles",2001,4254,"2.4",8135
"Cromwell",1970,8272,"3.4",463
"Cronos",1993,565,"3.5",3398
"Crooklyn",1994,352,"4.1",3115
"Cross Creek",1983,5158,"3.4",269
"Crossfire",1947,1068,"3.5",577
"Crossing Delancey",1988,4495,"3.6",495
"Cross of Iron",1977,3339,"0",0
"Crossover",2006,47815,"3.3",23508
"Crossroads",2002,5106,"2.2",15071
"Croupier",1998,3783,"3.6",2486
"Cruel Intentions",1999,2541,"3.4",56824
"Cruising",1980,4837,"3.2",1790
"Crumb",1994,162,"4",2689
"Crush",2001,5284,NULL,NULL
"Crustacés et coquillages",2005,37837,"3.5",393
"Cry-Baby",1990,26680,"3.3",38084
"Cry Freedom",1987,4095,"3.8",2642
"Crying Freeman",1995,6805,"0",0
"Cry, the Beloved Country",1995,40,"3.5",520
"Cry_Wolf",2005,36533,"3",9727
"C.S.A.: The Confederate States of America",2004,39398,"3.2",1917
"Cube",1997,2232,"3.5",22869
"Cube Zero",2004,32213,"0",0
"Cujo",1983,2121,"0",0
"Cul-de-sac",1966,42900,"3.8",1039
"Curdled",1996,1000,"3.4",441
"Curious George",2006,43869,"3.2",24897
"Curly Sue",1991,6558,"2.8",3986
"Cursed",2005,32011,"0",0
"Curse of the Puppet Master",1998,3665,"0",0
"Curtis's Charm",1995,1146,NULL,NULL
"Cutter's Way",1981,3731,"0",0
"Cutthroat Island",1995,15,"2.6",3350
"Cyborg",1989,4580,"2.5",3775
"Cypher",2002,7827,"0",0
"Cyrano de Bergerac",1950,1277,"3.8",668
"Czlowiek z marmuru",1977,6921,"0",0
"Czlowiek z zelaza",1981,5725,"0",0
"D2: The Mighty Ducks",1994,2042,"2.9",13731
"D3: The Mighty Ducks",1996,1005,"2.8",9838
"Da Block Party",2004,43708,"0",0
"Daddy and Them",2001,7278,"0",0
"Daddy Day Camp",2007,54768,"2.9",44524
"Daddy Day Care",2003,6338,"3.2",35165
"Daddy Long Legs",1955,3132,"0",0
"Daddy's Little Girls",2007,51082,"3.9",88879
"Dadetown",1995,1138,"0",0
"Daens",1992,701,"0",0
"Dagon",2001,27402,"0",0
"Da Hip Hop Witch",2000,7282,NULL,NULL
"Dahmer",2002,8062,"2.8",1473
"Da hong deng long gao gao gua",1991,1280,"4.1",5193
"Dai-bosatsu tôge",1966,32387,"0",0
"Daisy Miller",1974,6716,"0",0
"Dakota",1945,5405,"0",0
"Dalkomhan insaeng",2005,38095,"0",0
"Daltry Calhoun",2005,37846,"2.6",4398
"Damage",1992,6961,"0",0
"Damien: Omen II",1978,2789,"0",0
"Damn Yankees!",1958,8989,"0",0
"Dancemaker",1998,2538,"0",0
"Dance of the Vampires",1967,8928,"3.8",3901
"Dancer in the Dark",2000,3910,"4.1",17700
"Dancer, Texas Pop. 81",1998,1870,"3.3",531
"Dances with Wolves",1990,590,"3.6",28000
"Dance with a Stranger",1985,6964,"3.4",510
"Dance with Me",1998,2168,"3.2",7621
"Dancing at Lughnasa",1998,2341,"3.4",869
"Dancing at the Blue Iguana",2000,4870,"3",698
"Dancing in September",2000,8699,"0",0
"Dandelion",2004,39394,"3.7",657
"Dangan ranna",1996,8037,"0",0
"Dangerous Beauty",1998,2563,"4.1",2764
"Dangerous Liaisons",1988,5646,"3.7",11359
"Dangerous Minds",1995,31,"3.1",12136
"Dan in Real Life",2007,55267,"3.5",112489
"Danny Deckchair",2003,8809,"3.6",1705
"Danny the Dog",2005,33437,"3.5",17781
"Dans ma peau",2002,6940,"3.6",899
"Dante's Peak",1997,1438,"2.7",20021
"Danton",1983,5937,"3.8",550
"Darby O'Gill and the Little People",1959,2043,"3.5",2183
"Daredevil",2003,6157,"2.8",46864
"Dare mo shiranai",2004,31437,"4.2",3440
"Darfur Now",2007,56030,"3.7",1145
"Dark Blue",2002,6185,"3.1",2377
"Dark City",1998,1748,"0",0
"Dark Command",1940,3644,"0",0
"Dark Days",2000,7932,"4",1419
"Darkman",1990,6966,"2.9",9871
"Darkness",2002,27434,"2.6",4153
"Darkness Falls",2003,6040,"2.8",11135
"Dark Passage",1947,7217,"0",0
"Dark Star",1974,26285,"3.4",3930
"Dark Victory",1939,7061,"3.9",1297
"Dark Water",2005,34143,"2.7",18535
"Dark Wolf",2003,7120,"0",0
"Darwin's Nightmare",2004,38198,"3.9",1596
"D.A.R.Y.L.",1985,9004,"0",0
"Das Arche Noah Prinzip",1984,5897,"0",0
"Das Boot",1981,1233,"4.1",11718
"Das Cabinet des Dr. Caligari.",1920,6987,"4.1",6812
"Das Experiment",2001,5608,"3.9",5538
"Das Leben der Anderen",2006,44555,"4.4",48886
"Das schreckliche Mädchen",1990,7489,"3.6",464
"Das Superweib",1996,651,NULL,NULL
"Das Testament des Dr. Mabuse",1933,8670,"0",0
"Das Trio",1998,4364,NULL,NULL
"Das Versprechen",1995,690,"3.7",95
"Date Movie",2006,43919,"2.8",89201
"Date with an Angel",1987,3393,"3.1",926
"Daughters of the Dust",1991,3374,"3.9",285
"Dave",1993,440,"3.1",4985
"David and Bathsheba",1951,50253,"0",0
"David and Lisa",1962,26079,"0",0
"Davy Crockett, King of the Wild Frontier",1955,1008,"0",0
"Da wan",2001,6015,"3.6",201
"Dawn of the Dead",2004,7360,"3.4",49706
"Dayereh",2000,4252,"3.7",578
"Daylight",1996,798,"2.8",7912
"Day of the Dead",1985,6731,"3.5",16164
"Day of the Woman",1978,5891,"0",0
"Days of Heaven",1978,2932,"4.2",4575
"Days of Thunder",1990,1100,"3",14585
"Days of Wine and Roses",1962,4263,"0",0
"Day Zero",2007,6701,"3.1",1008
"Dazed and Confused",1993,441,"3.8",45956
"Da zui xia",1966,37335,"0",0
"D.C. Cab",1983,26465,"0",0
"Dead Again",1991,3044,"3.6",2979
"Dead Bang",1989,4582,"0",0
"Dead Birds",2004,44978,"0",0
"Dead & Buried",1981,5726,"0",0
"Dead Calm",1989,3203,"3.1",4726
"Dead End",2003,25835,"0",0
"Dead Heat",1988,4497,"0",0
"Dead Leaves",2004,62331,"0",0
"Deadly Blessing",1981,5727,"0",0
"Deadly Friend",1986,2465,"0",0
"Deadly Is the Female",1950,8751,"3.8",881
"Dead Man",1995,714,"4",16798
"Dead Man on Campus",1998,2169,"2.7",3796
"Dead Man's Shoes",2004,40412,"3.9",22081
"Dead Man Walking",1995,36,"3.6",15450
"Dead Men Don't Wear Plaid",1982,2110,"0",0
"Dead of Night",1945,6967,"0",0
"Dead or Alive: Hanzaisha",1999,8142,"0",0
"Dead Poets Society",1989,6206,"3.8",56733
"Dead Presidents",1995,42,"3.3",4475
"Dead Reckoning",1947,6047,"0",0
"Dead Ringers",1988,2551,"3.6",4690
"Dead Silence",2007,51927,"3.2",53019
"Deadtime Stories",1986,2754,"0",0
"Dear Frankie",2004,8530,"4",6479
"Dear God",1996,1167,"2.6",883
"Dear Jesse",1998,1901,"3.8",29
"Dear Wendy",2005,33421,"3.2",7054
"Death and the Maiden",1994,229,"3.6",1972
"Death at a Funeral",2007,53956,"0",0
"Death Becomes Her",1992,3258,"0",0
"Death Before Dishonor",1987,4099,"2.9",538
"Death Defying Acts",2007,60526,"2.9",2068
"Death Hunt",1981,5728,"3.5",872
"Death in Brunswick",1991,868,"0",0
"Death Machine",1994,6968,"0",0
"Death of a President",2006,48883,"3.2",5541
"Death of a Salesman",1985,8797,"0",0
"Death on the Nile",1978,4212,"0",0
"Death Proof",2007,53519,"3.6",52006
"Death Race",2008,7991,"3.5",50505
"Death Sentence",2007,54787,"3.4",42086
